workerid,img_order,kind,selection,id,type,order,condition,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,"[u'bad', u'good']",critical,target,hammer,is,12,target,English,2,Male,34,No,,No,0.5,3,Windows,1080,1920,Chrome,36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3BRS3IGD6GUZKVJA2VCGBCMJF29TR5,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.50,Sun Nov 11 19:56:17 PST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Tue Dec 11 19:56:17 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3X0H8UUIT2NMAKDS8ZGHSA2F1NSSWW,0,Submitted,Mon Nov 12 12:41:14 PST 2018,Sun Nov 11 19:58:18 PST 2018,Sun Nov 11 20:01:14 PST 2018,,,,,,[],"""target""",1.4007
0,null,control,left,control_1,left,13,target,English,2,Male,34,No,,No,0.5,3,Windows,1080,1920,Chrome,36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3BRS3IGD6GUZKVJA2VCGBCMJF29TR5,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.50,Sun Nov 11 19:56:17 PST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Tue Dec 11 19:56:17 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3X0H8UUIT2NMAKDS8ZGHSA2F1NSSWW,0,Submitted,Mon Nov 12 12:41:14 PST 2018,Sun Nov 11 19:58:18 PST 2018,Sun Nov 11 20:01:14 PST 2018,,,,,,[],"""target""",1.4007
0,"[u'bad', u'good']",critical,target,horse,looks like,14,target,English,2,Male,34,No,,No,0.5,3,Windows,1080,1920,Chrome,36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3BRS3IGD6GUZKVJA2VCGBCMJF29TR5,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.50,Sun Nov 11 19:56:17 PST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Tue Dec 11 19:56:17 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3X0H8UUIT2NMAKDS8ZGHSA2F1NSSWW,0,Submitted,Mon Nov 12 12:41:14 PST 2018,Sun Nov 11 19:58:18 PST 2018,Sun Nov 11 20:01:14 PST 2018,,,,,,[],"""target""",1.4007
0,"[u'good', u'bad']",critical,target,railroad,looks like,15,target,English,2,Male,34,No,,No,0.5,3,Windows,1080,1920,Chrome,36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3BRS3IGD6GUZKVJA2VCGBCMJF29TR5,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.50,Sun Nov 11 19:56:17 PST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Tue Dec 11 19:56:17 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3X0H8UUIT2NMAKDS8ZGHSA2F1NSSWW,0,Submitted,Mon Nov 12 12:41:14 PST 2018,Sun Nov 11 19:58:18 PST 2018,Sun Nov 11 20:01:14 PST 2018,,,,,,[],"""target""",1.4007
0,"[u'bad', u'good']",critical,target,spoon,looks like,16,target,English,2,Male,34,No,,No,0.5,3,Windows,1080,1920,Chrome,36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3BRS3IGD6GUZKVJA2VCGBCMJF29TR5,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.50,Sun Nov 11 19:56:17 PST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Tue Dec 11 19:56:17 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3X0H8UUIT2NMAKDS8ZGHSA2F1NSSWW,0,Submitted,Mon Nov 12 12:41:14 PST 2018,Sun Nov 11 19:58:18 PST 2018,Sun Nov 11 20:01:14 PST 2018,,,,,,[],"""target""",1.4007
0,"[u'good', u'bad']",critical,target,panda,looks like,17,target,English,2,Male,34,No,,No,0.5,3,Windows,1080,1920,Chrome,36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3BRS3IGD6GUZKVJA2VCGBCMJF29TR5,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.50,Sun Nov 11 19:56:17 PST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Tue Dec 11 19:56:17 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3X0H8UUIT2NMAKDS8ZGHSA2F1NSSWW,0,Submitted,Mon Nov 12 12:41:14 PST 2018,Sun Nov 11 19:58:18 PST 2018,Sun Nov 11 20:01:14 PST 2018,,,,,,[],"""target""",1.4007
0,"[u'bad', u'good']",critical,target,wheel,looks like,18,target,English,2,Male,34,No,,No,0.5,3,Windows,1080,1920,Chrome,36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3BRS3IGD6GUZKVJA2VCGBCMJF29TR5,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.50,Sun Nov 11 19:56:17 PST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Tue Dec 11 19:56:17 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3X0H8UUIT2NMAKDS8ZGHSA2F1NSSWW,0,Submitted,Mon Nov 12 12:41:14 PST 2018,Sun Nov 11 19:58:18 PST 2018,Sun Nov 11 20:01:14 PST 2018,,,,,,[],"""target""",1.4007
0,"[u'bad', u'good']",critical,target,zebra,looks like,19,target,English,2,Male,34,No,,No,0.5,3,Windows,1080,1920,Chrome,36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3BRS3IGD6GUZKVJA2VCGBCMJF29TR5,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.50,Sun Nov 11 19:56:17 PST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Tue Dec 11 19:56:17 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3X0H8UUIT2NMAKDS8ZGHSA2F1NSSWW,0,Submitted,Mon Nov 12 12:41:14 PST 2018,Sun Nov 11 19:58:18 PST 2018,Sun Nov 11 20:01:14 PST 2018,,,,,,[],"""target""",1.4007
0,"[u'good', u'bad']",critical,target,sundial,looks like,20,target,English,2,Male,34,No,,No,0.5,3,Windows,1080,1920,Chrome,36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3BRS3IGD6GUZKVJA2VCGBCMJF29TR5,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.50,Sun Nov 11 19:56:17 PST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Tue Dec 11 19:56:17 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3X0H8UUIT2NMAKDS8ZGHSA2F1NSSWW,0,Submitted,Mon Nov 12 12:41:14 PST 2018,Sun Nov 11 19:58:18 PST 2018,Sun Nov 11 20:01:14 PST 2018,,,,,,[],"""target""",1.4007
0,null,control,right,control_2,right,21,target,English,2,Male,34,No,,No,0.5,3,Windows,1080,1920,Chrome,36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3BRS3IGD6GUZKVJA2VCGBCMJF29TR5,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.50,Sun Nov 11 19:56:17 PST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Tue Dec 11 19:56:17 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3X0H8UUIT2NMAKDS8ZGHSA2F1NSSWW,0,Submitted,Mon Nov 12 12:41:14 PST 2018,Sun Nov 11 19:58:18 PST 2018,Sun Nov 11 20:01:14 PST 2018,,,,,,[],"""target""",1.4007
0,"[u'bad', u'good']",critical,target,rainbow,looks like,22,target,English,2,Male,34,No,,No,0.5,3,Windows,1080,1920,Chrome,36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3BRS3IGD6GUZKVJA2VCGBCMJF29TR5,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.50,Sun Nov 11 19:56:17 PST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Tue Dec 11 19:56:17 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3X0H8UUIT2NMAKDS8ZGHSA2F1NSSWW,0,Submitted,Mon Nov 12 12:41:14 PST 2018,Sun Nov 11 19:58:18 PST 2018,Sun Nov 11 20:01:14 PST 2018,,,,,,[],"""target""",1.4007
0,"[u'bad', u'good']",critical,target,mouse,looks like,23,target,English,2,Male,34,No,,No,0.5,3,Windows,1080,1920,Chrome,36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3BRS3IGD6GUZKVJA2VCGBCMJF29TR5,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.50,Sun Nov 11 19:56:17 PST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Tue Dec 11 19:56:17 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3X0H8UUIT2NMAKDS8ZGHSA2F1NSSWW,0,Submitted,Mon Nov 12 12:41:14 PST 2018,Sun Nov 11 19:58:18 PST 2018,Sun Nov 11 20:01:14 PST 2018,,,,,,[],"""target""",1.4007
0,null,control,right,control_4,right,24,target,English,2,Male,34,No,,No,0.5,3,Windows,1080,1920,Chrome,36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3BRS3IGD6GUZKVJA2VCGBCMJF29TR5,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.50,Sun Nov 11 19:56:17 PST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Tue Dec 11 19:56:17 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3X0H8UUIT2NMAKDS8ZGHSA2F1NSSWW,0,Submitted,Mon Nov 12 12:41:14 PST 2018,Sun Nov 11 19:58:18 PST 2018,Sun Nov 11 20:01:14 PST 2018,,,,,,[],"""target""",1.4007
0,"[u'bad', u'good']",critical,target,shark,looks like,25,target,English,2,Male,34,No,,No,0.5,3,Windows,1080,1920,Chrome,36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3BRS3IGD6GUZKVJA2VCGBCMJF29TR5,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.50,Sun Nov 11 19:56:17 PST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Tue Dec 11 19:56:17 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3X0H8UUIT2NMAKDS8ZGHSA2F1NSSWW,0,Submitted,Mon Nov 12 12:41:14 PST 2018,Sun Nov 11 19:58:18 PST 2018,Sun Nov 11 20:01:14 PST 2018,,,,,,[],"""target""",1.4007
0,"[u'good', u'bad']",critical,target,tadpole,looks like,26,target,English,2,Male,34,No,,No,0.5,3,Windows,1080,1920,Chrome,36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3BRS3IGD6GUZKVJA2VCGBCMJF29TR5,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.50,Sun Nov 11 19:56:17 PST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Tue Dec 11 19:56:17 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3X0H8UUIT2NMAKDS8ZGHSA2F1NSSWW,0,Submitted,Mon Nov 12 12:41:14 PST 2018,Sun Nov 11 19:58:18 PST 2018,Sun Nov 11 20:01:14 PST 2018,,,,,,[],"""target""",1.4007
0,"[u'good', u'bad']",critical,target,skateboard,is,27,target,English,2,Male,34,No,,No,0.5,3,Windows,1080,1920,Chrome,36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3BRS3IGD6GUZKVJA2VCGBCMJF29TR5,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.50,Sun Nov 11 19:56:17 PST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Tue Dec 11 19:56:17 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3X0H8UUIT2NMAKDS8ZGHSA2F1NSSWW,0,Submitted,Mon Nov 12 12:41:14 PST 2018,Sun Nov 11 19:58:18 PST 2018,Sun Nov 11 20:01:14 PST 2018,,,,,,[],"""target""",1.4007
0,"[u'good', u'bad']",critical,target,waspsnest,is,28,target,English,2,Male,34,No,,No,0.5,3,Windows,1080,1920,Chrome,36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3BRS3IGD6GUZKVJA2VCGBCMJF29TR5,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.50,Sun Nov 11 19:56:17 PST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Tue Dec 11 19:56:17 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3X0H8UUIT2NMAKDS8ZGHSA2F1NSSWW,0,Submitted,Mon Nov 12 12:41:14 PST 2018,Sun Nov 11 19:58:18 PST 2018,Sun Nov 11 20:01:14 PST 2018,,,,,,[],"""target""",1.4007
1,"[u'bad', u'good']",critical,target,horse,looks like,1,nottarget,English,1,Male,37,no,I probably did this wrong. If he said it looks like a mouse then it&quotechars probably not the mouse.,Yes,yes,3,Windows,768,1366,Chrome,36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3BRS3IGD6GUZKVJA2VCGBCMJF29TR5,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.50,Sun Nov 11 19:56:17 PST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Tue Dec 11 19:56:17 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3UOUJI6MTEDHEXAM79739UYAVMJXUA,1,Submitted,Mon Nov 12 12:41:24 PST 2018,Sun Nov 11 19:58:22 PST 2018,Sun Nov 11 20:01:24 PST 2018,,,,,,[],"""nottarget""",2.46185
1,null,control,right,control_4,right,2,nottarget,English,1,Male,37,no,I probably did this wrong. If he said it looks like a mouse then it&quotechars probably not the mouse.,Yes,yes,3,Windows,768,1366,Chrome,36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3BRS3IGD6GUZKVJA2VCGBCMJF29TR5,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.50,Sun Nov 11 19:56:17 PST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Tue Dec 11 19:56:17 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3UOUJI6MTEDHEXAM79739UYAVMJXUA,1,Submitted,Mon Nov 12 12:41:24 PST 2018,Sun Nov 11 19:58:22 PST 2018,Sun Nov 11 20:01:24 PST 2018,,,,,,[],"""nottarget""",2.46185
1,"[u'bad', u'good']",critical,competitor,reindeer,isnt,3,nottarget,English,1,Male,37,no,I probably did this wrong. If he said it looks like a mouse then it&quotechars probably not the mouse.,Yes,yes,3,Windows,768,1366,Chrome,36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3BRS3IGD6GUZKVJA2VCGBCMJF29TR5,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.50,Sun Nov 11 19:56:17 PST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Tue Dec 11 19:56:17 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36AZSFEYZ4Z7RPYRH1KOS0DDIJCBV8,3UOUJI6MTEDHEXAM79739UYAVMJXUA,1,Submitted,Mon Nov 12 12:41:24 PST 2018,Sun Nov 11 19:58:22 PST 2018,Sun Nov 11 20:01:24 PST 2018,,,,,,[],"""nottarget""",2.46185
