workerid,img_order,selection,type,id,order,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,"[u'good', u'bad']",target,looks like,mouse,11,English,1,Female,33,no,n/a,Yes,75c,3,Windows,900,1600,Chrome,35F6NGNVM8I5CLRCZP8TMG3W3P47T0,3WDXCWYEATPE3TZR4WQ6H2S7KNZYJ9,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.75,Mon Nov 19 13:20:55 CST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Dec 19 13:20:55 CST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=35F6NGNVM8I5CLRCZP8TMG3W3P47T0,35LDD5557B3SHP66ZO1SSQ9EN7AKMM,0,Submitted,Tue Nov 20 06:05:59 CST 2018,Mon Nov 19 13:21:13 CST 2018,Mon Nov 19 13:25:59 CST 2018,,,,,,[],"""control""",1.6621
0,"[u'good', u'bad']",target,looks like,baseball,12,English,1,Female,33,no,n/a,Yes,75c,3,Windows,900,1600,Chrome,35F6NGNVM8I5CLRCZP8TMG3W3P47T0,3WDXCWYEATPE3TZR4WQ6H2S7KNZYJ9,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.75,Mon Nov 19 13:20:55 CST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Dec 19 13:20:55 CST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=35F6NGNVM8I5CLRCZP8TMG3W3P47T0,35LDD5557B3SHP66ZO1SSQ9EN7AKMM,0,Submitted,Tue Nov 20 06:05:59 CST 2018,Mon Nov 19 13:21:13 CST 2018,Mon Nov 19 13:25:59 CST 2018,,,,,,[],"""control""",1.6621
0,"[u'bad', u'good']",target,looks like,hedgehog,13,English,1,Female,33,no,n/a,Yes,75c,3,Windows,900,1600,Chrome,35F6NGNVM8I5CLRCZP8TMG3W3P47T0,3WDXCWYEATPE3TZR4WQ6H2S7KNZYJ9,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.75,Mon Nov 19 13:20:55 CST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Dec 19 13:20:55 CST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=35F6NGNVM8I5CLRCZP8TMG3W3P47T0,35LDD5557B3SHP66ZO1SSQ9EN7AKMM,0,Submitted,Tue Nov 20 06:05:59 CST 2018,Mon Nov 19 13:21:13 CST 2018,Mon Nov 19 13:25:59 CST 2018,,,,,,[],"""control""",1.6621
0,"[u'bad', u'good']",competitor,looks like,rabbit,14,English,1,Female,33,no,n/a,Yes,75c,3,Windows,900,1600,Chrome,35F6NGNVM8I5CLRCZP8TMG3W3P47T0,3WDXCWYEATPE3TZR4WQ6H2S7KNZYJ9,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.75,Mon Nov 19 13:20:55 CST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Dec 19 13:20:55 CST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=35F6NGNVM8I5CLRCZP8TMG3W3P47T0,35LDD5557B3SHP66ZO1SSQ9EN7AKMM,0,Submitted,Tue Nov 20 06:05:59 CST 2018,Mon Nov 19 13:21:13 CST 2018,Mon Nov 19 13:25:59 CST 2018,,,,,,[],"""control""",1.6621
0,"[u'bad', u'good']",target,looks like,zebra,15,English,1,Female,33,no,n/a,Yes,75c,3,Windows,900,1600,Chrome,35F6NGNVM8I5CLRCZP8TMG3W3P47T0,3WDXCWYEATPE3TZR4WQ6H2S7KNZYJ9,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.75,Mon Nov 19 13:20:55 CST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Dec 19 13:20:55 CST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=35F6NGNVM8I5CLRCZP8TMG3W3P47T0,35LDD5557B3SHP66ZO1SSQ9EN7AKMM,0,Submitted,Tue Nov 20 06:05:59 CST 2018,Mon Nov 19 13:21:13 CST 2018,Mon Nov 19 13:25:59 CST 2018,,,,,,[],"""control""",1.6621
0,"[u'bad', u'good']",target,looks like,spoon,16,English,1,Female,33,no,n/a,Yes,75c,3,Windows,900,1600,Chrome,35F6NGNVM8I5CLRCZP8TMG3W3P47T0,3WDXCWYEATPE3TZR4WQ6H2S7KNZYJ9,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.75,Mon Nov 19 13:20:55 CST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Dec 19 13:20:55 CST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=35F6NGNVM8I5CLRCZP8TMG3W3P47T0,35LDD5557B3SHP66ZO1SSQ9EN7AKMM,0,Submitted,Tue Nov 20 06:05:59 CST 2018,Mon Nov 19 13:21:13 CST 2018,Mon Nov 19 13:25:59 CST 2018,,,,,,[],"""control""",1.6621
0,null,left,left,control_1,17,English,1,Female,33,no,n/a,Yes,75c,3,Windows,900,1600,Chrome,35F6NGNVM8I5CLRCZP8TMG3W3P47T0,3WDXCWYEATPE3TZR4WQ6H2S7KNZYJ9,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.75,Mon Nov 19 13:20:55 CST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Dec 19 13:20:55 CST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=35F6NGNVM8I5CLRCZP8TMG3W3P47T0,35LDD5557B3SHP66ZO1SSQ9EN7AKMM,0,Submitted,Tue Nov 20 06:05:59 CST 2018,Mon Nov 19 13:21:13 CST 2018,Mon Nov 19 13:25:59 CST 2018,,,,,,[],"""control""",1.6621
0,null,left,left,control_3,18,English,1,Female,33,no,n/a,Yes,75c,3,Windows,900,1600,Chrome,35F6NGNVM8I5CLRCZP8TMG3W3P47T0,3WDXCWYEATPE3TZR4WQ6H2S7KNZYJ9,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.75,Mon Nov 19 13:20:55 CST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Dec 19 13:20:55 CST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=35F6NGNVM8I5CLRCZP8TMG3W3P47T0,35LDD5557B3SHP66ZO1SSQ9EN7AKMM,0,Submitted,Tue Nov 20 06:05:59 CST 2018,Mon Nov 19 13:21:13 CST 2018,Mon Nov 19 13:25:59 CST 2018,,,,,,[],"""control""",1.6621
0,"[u'bad', u'good']",target,looks like,tadpole,19,English,1,Female,33,no,n/a,Yes,75c,3,Windows,900,1600,Chrome,35F6NGNVM8I5CLRCZP8TMG3W3P47T0,3WDXCWYEATPE3TZR4WQ6H2S7KNZYJ9,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.75,Mon Nov 19 13:20:55 CST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Dec 19 13:20:55 CST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=35F6NGNVM8I5CLRCZP8TMG3W3P47T0,35LDD5557B3SHP66ZO1SSQ9EN7AKMM,0,Submitted,Tue Nov 20 06:05:59 CST 2018,Mon Nov 19 13:21:13 CST 2018,Mon Nov 19 13:25:59 CST 2018,,,,,,[],"""control""",1.6621
0,"[u'bad', u'good']",target,looks like,rainbow,20,English,1,Female,33,no,n/a,Yes,75c,3,Windows,900,1600,Chrome,35F6NGNVM8I5CLRCZP8TMG3W3P47T0,3WDXCWYEATPE3TZR4WQ6H2S7KNZYJ9,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.75,Mon Nov 19 13:20:55 CST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Dec 19 13:20:55 CST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=35F6NGNVM8I5CLRCZP8TMG3W3P47T0,35LDD5557B3SHP66ZO1SSQ9EN7AKMM,0,Submitted,Tue Nov 20 06:05:59 CST 2018,Mon Nov 19 13:21:13 CST 2018,Mon Nov 19 13:25:59 CST 2018,,,,,,[],"""control""",1.6621
0,"[u'bad', u'good']",competitor,looks like,railroad,21,English,1,Female,33,no,n/a,Yes,75c,3,Windows,900,1600,Chrome,35F6NGNVM8I5CLRCZP8TMG3W3P47T0,3WDXCWYEATPE3TZR4WQ6H2S7KNZYJ9,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.75,Mon Nov 19 13:20:55 CST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Dec 19 13:20:55 CST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=35F6NGNVM8I5CLRCZP8TMG3W3P47T0,35LDD5557B3SHP66ZO1SSQ9EN7AKMM,0,Submitted,Tue Nov 20 06:05:59 CST 2018,Mon Nov 19 13:21:13 CST 2018,Mon Nov 19 13:25:59 CST 2018,,,,,,[],"""control""",1.6621
0,"[u'good', u'bad']",competitor,looks like,waspsnest,22,English,1,Female,33,no,n/a,Yes,75c,3,Windows,900,1600,Chrome,35F6NGNVM8I5CLRCZP8TMG3W3P47T0,3WDXCWYEATPE3TZR4WQ6H2S7KNZYJ9,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.75,Mon Nov 19 13:20:55 CST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Dec 19 13:20:55 CST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=35F6NGNVM8I5CLRCZP8TMG3W3P47T0,35LDD5557B3SHP66ZO1SSQ9EN7AKMM,0,Submitted,Tue Nov 20 06:05:59 CST 2018,Mon Nov 19 13:21:13 CST 2018,Mon Nov 19 13:25:59 CST 2018,,,,,,[],"""control""",1.6621
0,"[u'good', u'bad']",competitor,looks like,sundial,23,English,1,Female,33,no,n/a,Yes,75c,3,Windows,900,1600,Chrome,35F6NGNVM8I5CLRCZP8TMG3W3P47T0,3WDXCWYEATPE3TZR4WQ6H2S7KNZYJ9,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.75,Mon Nov 19 13:20:55 CST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Dec 19 13:20:55 CST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=35F6NGNVM8I5CLRCZP8TMG3W3P47T0,35LDD5557B3SHP66ZO1SSQ9EN7AKMM,0,Submitted,Tue Nov 20 06:05:59 CST 2018,Mon Nov 19 13:21:13 CST 2018,Mon Nov 19 13:25:59 CST 2018,,,,,,[],"""control""",1.6621
0,"[u'bad', u'good']",target,looks like,skateboard,24,English,1,Female,33,no,n/a,Yes,75c,3,Windows,900,1600,Chrome,35F6NGNVM8I5CLRCZP8TMG3W3P47T0,3WDXCWYEATPE3TZR4WQ6H2S7KNZYJ9,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.75,Mon Nov 19 13:20:55 CST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Dec 19 13:20:55 CST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=35F6NGNVM8I5CLRCZP8TMG3W3P47T0,35LDD5557B3SHP66ZO1SSQ9EN7AKMM,0,Submitted,Tue Nov 20 06:05:59 CST 2018,Mon Nov 19 13:21:13 CST 2018,Mon Nov 19 13:25:59 CST 2018,,,,,,[],"""control""",1.6621
0,"[u'good', u'bad']",target,looks like,reindeer,25,English,1,Female,33,no,n/a,Yes,75c,3,Windows,900,1600,Chrome,35F6NGNVM8I5CLRCZP8TMG3W3P47T0,3WDXCWYEATPE3TZR4WQ6H2S7KNZYJ9,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.75,Mon Nov 19 13:20:55 CST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Dec 19 13:20:55 CST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=35F6NGNVM8I5CLRCZP8TMG3W3P47T0,35LDD5557B3SHP66ZO1SSQ9EN7AKMM,0,Submitted,Tue Nov 20 06:05:59 CST 2018,Mon Nov 19 13:21:13 CST 2018,Mon Nov 19 13:25:59 CST 2018,,,,,,[],"""control""",1.6621
0,"[u'bad', u'good']",competitor,looks like,shark,26,English,1,Female,33,no,n/a,Yes,75c,3,Windows,900,1600,Chrome,35F6NGNVM8I5CLRCZP8TMG3W3P47T0,3WDXCWYEATPE3TZR4WQ6H2S7KNZYJ9,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.75,Mon Nov 19 13:20:55 CST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Dec 19 13:20:55 CST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=35F6NGNVM8I5CLRCZP8TMG3W3P47T0,35LDD5557B3SHP66ZO1SSQ9EN7AKMM,0,Submitted,Tue Nov 20 06:05:59 CST 2018,Mon Nov 19 13:21:13 CST 2018,Mon Nov 19 13:25:59 CST 2018,,,,,,[],"""control""",1.6621
0,"[u'bad', u'good']",competitor,looks like,sailboat,27,English,1,Female,33,no,n/a,Yes,75c,3,Windows,900,1600,Chrome,35F6NGNVM8I5CLRCZP8TMG3W3P47T0,3WDXCWYEATPE3TZR4WQ6H2S7KNZYJ9,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.75,Mon Nov 19 13:20:55 CST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Dec 19 13:20:55 CST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=35F6NGNVM8I5CLRCZP8TMG3W3P47T0,35LDD5557B3SHP66ZO1SSQ9EN7AKMM,0,Submitted,Tue Nov 20 06:05:59 CST 2018,Mon Nov 19 13:21:13 CST 2018,Mon Nov 19 13:25:59 CST 2018,,,,,,[],"""control""",1.6621
0,"[u'good', u'bad']",competitor,looks like,wheel,28,English,1,Female,33,no,n/a,Yes,75c,3,Windows,900,1600,Chrome,35F6NGNVM8I5CLRCZP8TMG3W3P47T0,3WDXCWYEATPE3TZR4WQ6H2S7KNZYJ9,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.75,Mon Nov 19 13:20:55 CST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Dec 19 13:20:55 CST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=35F6NGNVM8I5CLRCZP8TMG3W3P47T0,35LDD5557B3SHP66ZO1SSQ9EN7AKMM,0,Submitted,Tue Nov 20 06:05:59 CST 2018,Mon Nov 19 13:21:13 CST 2018,Mon Nov 19 13:25:59 CST 2018,,,,,,[],"""control""",1.6621
1,"[u'bad', u'good']",competitor,looks like,hammer,1,English,1,Female,59,No,,Yes,1.00,2,Windows,1080,1920,Chrome,35F6NGNVM8I5CLRCZP8TMG3W3P47T0,3WDXCWYEATPE3TZR4WQ6H2S7KNZYJ9,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.75,Mon Nov 19 13:20:55 CST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Dec 19 13:20:55 CST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=35F6NGNVM8I5CLRCZP8TMG3W3P47T0,3O7L7BFSHFO3Z6O5INSX22PSM1UIEK,1,Submitted,Tue Nov 20 06:07:33 CST 2018,Mon Nov 19 13:21:55 CST 2018,Mon Nov 19 13:27:33 CST 2018,,,,,,[],"""symmetric""",3.9882666666666666
1,"[u'good', u'bad']",competitor,looks like,house,2,English,1,Female,59,No,,Yes,1.00,2,Windows,1080,1920,Chrome,35F6NGNVM8I5CLRCZP8TMG3W3P47T0,3WDXCWYEATPE3TZR4WQ6H2S7KNZYJ9,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.75,Mon Nov 19 13:20:55 CST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Dec 19 13:20:55 CST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=35F6NGNVM8I5CLRCZP8TMG3W3P47T0,3O7L7BFSHFO3Z6O5INSX22PSM1UIEK,1,Submitted,Tue Nov 20 06:07:33 CST 2018,Mon Nov 19 13:21:55 CST 2018,Mon Nov 19 13:27:33 CST 2018,,,,,,[],"""symmetric""",3.9882666666666666
1,"[u'bad', u'good']",competitor,looks like,horse,3,English,1,Female,59,No,,Yes,1.00,2,Windows,1080,1920,Chrome,35F6NGNVM8I5CLRCZP8TMG3W3P47T0,3WDXCWYEATPE3TZR4WQ6H2S7KNZYJ9,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.75,Mon Nov 19 13:20:55 CST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Dec 19 13:20:55 CST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=35F6NGNVM8I5CLRCZP8TMG3W3P47T0,3O7L7BFSHFO3Z6O5INSX22PSM1UIEK,1,Submitted,Tue Nov 20 06:07:33 CST 2018,Mon Nov 19 13:21:55 CST 2018,Mon Nov 19 13:27:33 CST 2018,,,,,,[],"""symmetric""",3.9882666666666666
1,"[u'bad', u'good']",competitor,looks like,baseball,4,English,1,Female,59,No,,Yes,1.00,2,Windows,1080,1920,Chrome,35F6NGNVM8I5CLRCZP8TMG3W3P47T0,3WDXCWYEATPE3TZR4WQ6H2S7KNZYJ9,Take part in a linguistics experiment!,Answer one question about a sentence of English.,language research stanford fun cognitive science university explanations,$0.75,Mon Nov 19 13:20:55 CST 2018,8,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Dec 19 13:20:55 CST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=35F6NGNVM8I5CLRCZP8TMG3W3P47T0,3O7L7BFSHFO3Z6O5INSX22PSM1UIEK,1,Submitted,Tue Nov 20 06:07:33 CST 2018,Mon Nov 19 13:21:55 CST 2018,Mon Nov 19 13:27:33 CST 2018,,,,,,[],"""symmetric""",3.9882666666666666
